article_id,expr_type,value,char_offset
302.txt,interval, recent months,995
302.txt,interval, three years,1236
302.txt,interval, a year.,1902
302.txt,interval," every year,",2265
302.txt,interval, ten years,2438
302.txt,interval, recent weeks,2784
302.txt,number of years,three years ,1237
302.txt,number of years,ten years ,2439
302.txt,year,mid 1990s,2977
302.txt,year, 2002,3162
302.txt,month,November,249
302.txt,month,May,1164
1133.txt,interval, this year,867
1133.txt,interval, Friday.,1085
1133.txt,number of years,this year ,868
1133.txt,year, 2003,1831
1133.txt,month,March,306
1133.txt,month,January,501
1133.txt,month,January,558
1443.txt,interval, last week,779
1443.txt,interval," last week,",1360
1443.txt,interval, this year,1480
1443.txt,deictic1,last Saturday,212
1443.txt,year, 1948,1557
1443.txt,month,March,158
1443.txt,month,June,590
1634.txt,interval, 24 hours,2456
1634.txt,interval, a day.,2465
1634.txt,interval, five years,3804
1634.txt,number of years,five years.,3805
1634.txt,year, 2007,425
1634.txt,year, 2004,2559
1634.txt,year, 2009,3914
370.txt,interval, last year.,303
1416.txt,interval, next season.,839
1416.txt,year, 2006,580
1653.txt,interval, the month,273
1653.txt,interval," per day,",1350
1653.txt,interval, single day.,1501
1653.txt,interval, per day.,1901
1653.txt,interval, four days,2866
1653.txt,interval, spam day,2924
1653.txt,month,December,2691
900.txt,interval, Thursday.,136
900.txt,interval, each year,248
900.txt,interval," financial year,",304
900.txt,interval, each year,547
900.txt,interval, financial year,718
900.txt,interval," that year,",1491
900.txt,number of years,each year ,249
900.txt,number of years,each year ,548
900.txt,number of years,financial year ,719
900.txt,year, 2000,404
900.txt,year, 2000,1119
900.txt,year, 2000,1325
900.txt,year, 2003,1542
483.txt,Season, Summer ,1204
483.txt,year, 1986,1222
1190.txt,interval, next year,206
1190.txt,interval, this year,766
1190.txt,number of years,next year ,207
1190.txt,number of years,this year ,767
1190.txt,year, 2003,680
1190.txt,month,May,763
1720.txt,interval, per minute,375
1720.txt,interval, alternative month,410
1720.txt,interval, or year,430
1720.txt,interval, few months,1124
1720.txt,interval, per month,1388
1720.txt,interval, a month,1584
1720.txt,interval, three years,2062
1720.txt,interval, next month,2328
1720.txt,interval, per month,2506
1720.txt,interval, per year.,2523
1720.txt,number of years,three years ,2063
87.txt,number of years,half year ,104
87.txt,month,August,697
450.txt,interval, two years,1110
450.txt,interval, nowadays,1619
450.txt,interval, this month,1703
450.txt,number of years,"two years,",1111
450.txt,dd months yyyy, February 2003,223
450.txt,dd months yyyy,3 February 2005,1211
450.txt,month,September,1766
488.txt,interval, first week,328
488.txt,interval, 10 minutes,1422
488.txt,interval, four days,1615
488.txt,interval, ten years,2076
488.txt,interval, the year,2575
488.txt,interval, 36 years,2831
488.txt,interval, alive today,3075
488.txt,number of years,ten years ,2077
488.txt,number of years,the year ,2576
488.txt,number of years,36 years ,2832
488.txt,year, 1977,234
488.txt,year, 1981,278
488.txt,year, 1977,315
488.txt,year, 1977,476
488.txt,year, 1979,556
488.txt,year, 1978,1148
488.txt,year, 1980,1582
488.txt,year, 1990s,1998
488.txt,year, 1991,2070
488.txt,year, 1981,2560
488.txt,year, 1981,2689
689.txt,interval, third week,11
689.txt,interval, third week,118
689.txt,interval," Sunday,",209
689.txt,interval, last week,556
364.txt,interval, three years,1557
364.txt,interval, the month,2333
364.txt,interval, four years,2408
364.txt,number of years,three years.,1558
364.txt,number of years,four years.,2409
364.txt,year, 1650,641
364.txt,month,November,176
364.txt,month,November,1823
364.txt,month,November,2306
973.txt,interval, Today,1280
973.txt,month,May,1849
1236.txt,interval, Boxing Day,534
1236.txt,interval, whose season,672
1236.txt,month,December,236
1236.txt,month,January,578
1426.txt,interval, last year,176
1426.txt,interval, a year,209
1426.txt,interval, recent weeks,517
1426.txt,interval, two years,731
1426.txt,number of years,a year ,210
1426.txt,number of years,two years.,732
1426.txt,month,April,117
1426.txt,month,January,543
1552.txt,interval, 12 months,35
1552.txt,interval, per month.,1681
1552.txt,interval, opening months,2183
1552.txt,interval, per day.,2630
1552.txt,interval, this year,3844
1552.txt,number of years,this year ,3845
1552.txt,number of years,ever year ,4113
1552.txt,year, 2004,20
1552.txt,year, 2004,645
1552.txt,year, 2004,1433
1552.txt,year, 2004,2201
1552.txt,year, 2004,2701
1552.txt,year, 2004,3538
1552.txt,year, 2004,4094
1552.txt,month,September,2510
1552.txt,month,June,3715
1552.txt,month,November,3965
1701.txt,interval, holiday,171
1701.txt,interval," next year,",580
1701.txt,dd months yyyy, June 2003,666
1701.txt,month,February,572
1701.txt,month,November,1067
1375.txt,interval, Sunday.,128
1375.txt,interval, 77 days,3149
1375.txt,interval, full month,3234
1156.txt,interval, five weeks,619
1156.txt,interval, the season,958
1156.txt,interval, 54 minutes,992
1156.txt,interval, last year,1212
1156.txt,interval, Wednesday.,1332
1156.txt,interval, two days,1976
1156.txt,interval, effort today.,2135
1156.txt,month,May,1414
1156.txt,month,September,1529
360.txt,numbers-time-deictic,two days ago,715
360.txt,interval," this month,",132
360.txt,interval, two days,714
360.txt,interval, Sunday.,871
360.txt,interval," Friday,",3118
360.txt,interval, the day.,3140
792.txt,interval, Wednesday.,173
792.txt,interval, coming week,507
792.txt,interval," Sunday,",603
391.txt,interval, last year,337
391.txt,interval, difficult month,967
391.txt,interval, few weeks,1045
391.txt,interval, last year.,1275
391.txt,interval, strange week,1301
391.txt,interval, same day,1478
391.txt,interval, the week,1921
391.txt,number of years,last year ,338
391.txt,month,February,940
1526.txt,interval, few years,1791
1526.txt,number of years,few years.,1792
1526.txt,year, 2005,19
1526.txt,year, 2005,140
1526.txt,year, 1979,2076
1526.txt,year, 2012,2112
1526.txt,year, 1964,2347
1526.txt,month,February,549
1526.txt,month,March,2216
1526.txt,month,March,2526
1526.txt,month,March,2732
1526.txt,month,February,2966
1739.txt,interval, a year,117
1739.txt,interval, 12 months,917
1739.txt,interval," last week,",1682
1739.txt,interval, one day,1716
1739.txt,interval," past year,",1861
1739.txt,number of years,a year ,118
1739.txt,dd months yyyy, September 2003,533
420.txt,interval, Sunday.,136
420.txt,interval, past week.,2766
420.txt,interval, this year,2899
420.txt,interval, This year,2979
420.txt,interval, a year,3103
420.txt,year, 1993,1142
420.txt,year, 1700,3190
1530.txt,interval, many years,581
1530.txt,interval, last year,642
1530.txt,number of years,many years.,582
1530.txt,number of years,last year ,643
1530.txt,month,March,28
1530.txt,month,March,101
1530.txt,month,March,892
678.txt,interval, last year,1204
678.txt,number of years,last year ,1205
678.txt,year, 2003,339
678.txt,year, 2005,688
865.txt,interval, afternoon.,732
865.txt,interval, his days,1016
865.txt,year, 1950s,229
865.txt,year, 1979,1514
791.txt,dd months yyyy,11 September 2001,699
346.txt,interval, for years,777
346.txt,number of years,for years ,778
346.txt,year, 2005,253
346.txt,year,early 1990s,1254
346.txt,year, 1997,1268
346.txt,month,July,1383
1320.txt,interval, last week,269
1320.txt,interval, this year,579
1320.txt,weekday,next Tuesday,1297
1320.txt,month,February,730
1320.txt,month,March,767
1685.txt,interval, its month,147
1685.txt,interval, every month.,1474
1685.txt,interval, the week,1579
977.txt,interval, polling day.,238
977.txt,interval, Today,1455
977.txt,interval, Today.,2745
977.txt,year, 2001,1662
977.txt,month,March,133
977.txt,month,May,822
977.txt,month,January,1039
977.txt,month,May,2855
415.txt,interval," this year,",99
415.txt,interval, last year,256
415.txt,interval, festive season,340
415.txt,interval," this year,",433
415.txt,interval, This year,661
415.txt,interval, three years,1239
415.txt,interval, consecutive year.,1296
415.txt,interval," this year,",1405
415.txt,interval, the year,1726
415.txt,number of years,This year ,662
415.txt,number of years,"three years,",1240
415.txt,number of years,the year ,1727
415.txt,year, 2002,163
415.txt,year, 2004,628
415.txt,year, 2002,655
1557.txt,interval, Every month,703
1557.txt,interval, coming months,1810
1557.txt,year, 2005,697
16.txt,interval, Sunday.,854
16.txt,interval, his year,920
16.txt,interval, a year,1569
16.txt,interval, last week,1746
16.txt,interval, this week,1968
16.txt,interval, just hours,2590
16.txt,number of years,a year ,1570
16.txt,year,early 1990s,1165
632.txt,interval, following year.,581
632.txt,interval, Friday.,960
632.txt,year, 1982,472
632.txt,year, 1971,517
632.txt,year, 1972,617
632.txt,year, 1981,704
632.txt,year, 2000,788
632.txt,year, 2001,842
632.txt,month,June,60
632.txt,month,June,245
803.txt,interval, 30 minutes,164
803.txt,interval, Thursday.,272
803.txt,interval, 30 minutes,785
803.txt,year, 2008,2237
1491.txt,interval, last year,662
1491.txt,interval, two days,1315
1491.txt,interval, first day,2491
1491.txt,number of years,last year ,663
1491.txt,dd months yyyy, November 2003,213
1491.txt,dd months yyyy, April 2003,1814
1491.txt,month,November,2447
838.txt,interval, last year,570
838.txt,interval, holidays,658
838.txt,interval, Wednesday.,946
838.txt,number of years,last year ,571
1120.txt,interval, 20 years,898
1120.txt,number of years,20 years ,899
1120.txt,month,May,832
1134.txt,interval, Monday.,239
1134.txt,year, 1986,1661
1134.txt,month,November,486
275.txt,interval," Tuesday,",440
275.txt,deictic1,after Monday,450
275.txt,year, 2000,273
275.txt,year, 2000,735
275.txt,year, 2003,1172
275.txt,month,February,87
210.txt,interval, Monday.,640
210.txt,interval, recent months,1592
210.txt,interval, two years,1670
210.txt,interval, last month.,1983
210.txt,number of years,two years ,1671
210.txt,year, 2001,862
210.txt,year, 2004,1715
210.txt,year, 2003,1907
667.txt,interval, this year,79
667.txt,interval, three years,124
667.txt,interval, a month,695
667.txt,interval,long season,704
667.txt,interval," the year,",1042
667.txt,interval, this year,1476
667.txt,number of years,three years ,125
667.txt,dd months yyyy,27 February 2005,482
667.txt,year, 1999,1168
667.txt,year, 2001,1203
667.txt,year, 2005,1356
667.txt,month,January,555
1074.txt,interval, another season,194
1074.txt,interval, last season,407
1074.txt,interval, another season,449
745.txt,interval, Today,962
745.txt,interval, Sunday.,2290
1055.txt,interval," this year,",228
1055.txt,interval, new year,1519
1055.txt,number of years,new year ,1520
1055.txt,year, 2005,144
1055.txt,year, 2001,681
1055.txt,month,May,1563
1055.txt,month,May,1623
1055.txt,month,June,1699
484.txt,interval, Wednesday.,453
484.txt,interval, several months,632
484.txt,interval, this year,1215
484.txt,dd months yyyy, November 2004,618
484.txt,month,January,568
1242.txt,interval, six weeks,78
1242.txt,interval, a season,132
1242.txt,interval, this month.,238
1242.txt,interval, six weeks,293
1242.txt,interval, next week.,433
1242.txt,interval," the season,",562
1242.txt,interval, four months,683
1389.txt,interval, New Year,206
1389.txt,interval, Wednesday.,294
1389.txt,interval, two years,344
1389.txt,interval, a month,543
1389.txt,interval, three weeks,611
1389.txt,interval, another week,633
1389.txt,number of years,two years ,345
1389.txt,year, 1998,357
1528.txt,numbers-time-deictic,four years ago,286
1528.txt,interval, to today,102
1528.txt,interval, four years,285
1528.txt,interval, this year.,372
335.txt,interval," Friday,",265
335.txt,interval, previous day.,326
335.txt,interval, last year,480
335.txt,interval," the year,",1045
335.txt,interval, two years,1249
335.txt,interval, Friday.,1262
335.txt,interval, last year,2006
335.txt,number of years,two years ,1250
335.txt,year, 2004,448
335.txt,year, 2003,561
335.txt,year, 2002,661
579.txt,interval, Friday.,163
579.txt,interval, Mondays,871
1651.txt,interval, everyday,799
1651.txt,interval, last year,1708
1651.txt,number of years,last year ,1709
1651.txt,year, 2025,35
1651.txt,year, 2025,2182
586.txt,interval, The Year,1027
586.txt,year, 2002,490
586.txt,year, 2003,777
586.txt,year, 2004,838
314.txt,interval, last month.,250
314.txt,interval, five years,321
314.txt,interval, last year,357
314.txt,interval, each month,593
314.txt,interval, two months,832
314.txt,interval, last year,1177
314.txt,interval, last year,1289
314.txt,interval, previous year,1522
314.txt,interval, a month,2171
314.txt,number of years,five years.,322
314.txt,number of years,last year ,1178
314.txt,number of years,previous year ,1523
314.txt,year, 2004,272
314.txt,year, 2005,475
314.txt,year, 2005,1631
314.txt,month,December,78
314.txt,month,December,537
314.txt,month,December,733
314.txt,month,November,1835
915.txt,interval, six years,1613
915.txt,number of years,"six years,",1614
215.txt,interval," second day,",70
215.txt,interval, two days,467
215.txt,interval, a year,612
215.txt,interval," Wednesday,",1060
215.txt,interval, Thursday.,1140
215.txt,interval, next week.,2022
215.txt,interval, several weeks,2520
215.txt,interval, three months,2833
215.txt,number of years,a year ,613
215.txt,year, 2004,1594
215.txt,year, 2004,2280
215.txt,month,September,303
215.txt,month,September,403
215.txt,month,October,1654
215.txt,month,September,1829
1349.txt,interval, last year,311
1349.txt,year, 2005,178
1349.txt,year, 2001,465
1349.txt,year, 2002,474
